2|353486|10
2|181808|10
2|181808|8
2|181808|7
2|181808|5
2|346364|2
2|181808|7
2|353486|7.3
2|353486|7
2|353486|7
2|353486|7
2|353486|7
2|353486|8
2|353486|7
2|353486|7
2|354912|8
2|316029|9
2|316029|7
3|371638|7
3|141052|8
3|181808|9
3|353486|8
3|354912|8
3|460793|8
3|399055|7
3|316029|8
2|354912|8
2|353486|9
2|181808|None
2|141052|None
2|181808|9
